"Player,Nation,Pos,Squad,League,Age,Min,Gls_90,Ast_90,GA_90,Sh_90,SoT_90,SoT_pct,G_per_Sh,Salah_Score,Salah_Euclidean,KDB_Score,KDB_Euclidean,Outlier_Count,Is_Outlier,PC1,PC2,Cluster,Cluster_Label,Salah_Cosine,KDB_Cosine,Salah_Euc_Sim,KDB_Euc_Sim,Market_Value_M"
"Tidjany Chabrol,fr FRA,FW,Gil Vicente FC,Primeira Liga,22.0,1046,0.086,0.1721,0.2581,2.2371,0.7744,34.62,0.0385,0.146,5.599325851944674,0.3869,6.211305266520606,0,False,0.2901322608034938,1.1258860997043123,2,Creative Playmaker,0.1423229013894829,0.5524082727846851,0.1515306294059297,0.1386711507891125,"
"Tika de Jonge,nl NED,MF,Groningen,Eredivisie,21.0,1271,0.0708,0.0708,0.1416,1.0622,0.2124,20.0,0.0667,-0.3912,7.049765955577313,-0.3339,8.219934635866068,0,False,-1.735707881400812,0.130720350666246,1,Low Volume Player,-0.7347857838015961,-0.6287761903645106,0.1242272142467876,0.1084606387674315,"
"Tom Fellows,eng ENG,MF,West Brom,EFL Championship,21.0,2872,0.1253,0.4387,0.5641,1.3475,0.3447,25.58,0.093,0.4583,4.331499693812752,0.5564,4.415439128858899,1,True,0.7810072528650717,3.2183446622421257,2,Creative Playmaker,0.6387346497489,0.80420122653353,0.1875644860601807,0.1846572320739412,"
"Tom Krauß,de GER,MF,Luton Town,EFL Championship,23.0,1601,0.1124,0.2249,0.3373,0.9557,0.1124,11.76,0.1176,0.1304,5.912177286133267,0.1542,7.002761005049219,0,False,-0.9861413029518468,1.404307948315021,1,Low Volume Player,0.1209273481736964,0.1736411689918893,0.144672215223144,0.1249568741799318,"
"Tommy Conway,sct SCO,FW,Middlesbrough,EFL Championship,21.0,2357,0.4964,0.0382,0.5346,2.291,1.1455,50.0,0.2167,0.4585,4.324614574025879,0.2434,6.809606636169496,0,False,3.548125406181903,-1.703524951680142,3,Elite Attacker,0.6389655854050104,0.3202399039834154,0.1878070207894712,0.1280474224359251,"
"Tomás Händel,pt POR,MF,Vitória Guimarães,Primeira Liga,23.0,2516,0.0715,0.0358,0.1073,0.6439,0.1073,16.67,0.1111,-0.3469,7.446773200112358,-0.3843,8.859481141148864,0,False,-2.086632902258099,-0.4947763202195676,1,Low Volume Player,-0.6570955777852394,-0.7081416125804312,0.1183884042236031,0.1014252155548498,"
"Troy Parrott,ie IRL,FW,AZ Alkmaar,Eredivisie,22.0,2176,0.579,0.0827,0.6618,2.6884,1.3649,50.77,0.2154,0.5259,3.838781644872727,0.3388,6.313958463765169,1,True,4.6221754968831466,-1.2026299861805916,3,Elite Attacker,0.7387540470002807,0.4734668686666798,0.2066635929024862,0.1367248672458563,"
"Tyler Goodhram,eng ENG,MF,Oxford United,EFL Championship,20.0,3052,0.0885,0.1769,0.2654,1.4744,0.4718,32.0,0.06,0.0861,5.661357335581896,0.3154,6.538392645441809,0,False,-0.3544014837374554,0.9029024854616172,0,Active Forward,0.0434548532760565,0.437224871877319,0.1501195551630989,0.1326542735346458,"
"Tyrhys Dolan,eng ENG,MF,Blackburn Rovers,EFL Championship,22.0,3175,0.1984,0.1701,0.3685,1.4173,0.6236,44.0,0.14,0.5289,4.5130023062067846,0.4442,6.048166219144136,0,False,1.0680511553735113,-0.0534386271762422,2,Creative Playmaker,0.7605627816411757,0.6456935487441448,0.1813893672553257,0.1418808763737457,"
"Vinícius Zanocelo,br BRA,MF,Estoril,Primeira Liga,23.0,2075,0.0867,0.0,0.0867,1.2578,0.347,27.59,0.069,-0.5356,7.275592811993933,-0.5264,8.587227759546185,0,False,-1.4923778199550126,-0.6985929571966754,1,Low Volume Player,-0.973261788924154,-0.9468734763116412,0.1208372648000136,0.1043054389736679,"
"Wagner Pina,cv CPV,MF,Estoril,Primeira Liga,21.0,2368,0.076,0.152,0.228,0.6841,0.228,33.33,0.1111,-0.0357,6.074608510601514,-0.0194,7.319601152200006,0,False,-0.8908847788604425,0.0901970723673841,0,Active Forward,-0.1537469786591268,-0.1124859742160819,0.1413505777035534,0.1201980697999643,"
"Wilfried Gnonto,it ITA,MF,Leeds United,EFL Championship,20.0,2276,0.3559,0.2373,0.5931,3.2821,1.1467,34.94,0.1084,0.5892,3.29998887383309,0.5747,4.395722350550911,0,False,3.2255596195058205,1.5158535164453597,2,Creative Playmaker,0.8268903790775252,0.8342900291396012,0.2325587412761329,0.185331997280753,12.0"
"Wilson Isidor,fr FRA,FW,Sunderland,EFL Championship,23.0,3112,0.347,0.0578,0.4049,2.7185,1.1857,43.62,0.1277,0.3837,4.770042080380431,0.2759,6.459435263012775,0,False,2.500815366388472,-0.6368273278031974,2,Creative Playmaker,0.5239466409472345,0.3704861542750806,0.173308961367933,0.1340584058633028,"
"Wouter Burger,nl NED,MF,Stoke City,EFL Championship,23.0,3002,0.03,0.03,0.06,0.7195,0.1499,20.83,0.0417,-0.4705,7.838199443202839,-0.4088,8.96064286337548,0,False,-2.4595248147105293,-0.1830853529211202,1,Low Volume Player,-0.8596747069134487,-0.7482687977950202,0.1131452176912647,0.1003951264708951,"
"Xavier Simons,eng ENG,MF,Hull City,EFL Championship,21.0,1208,0.149,0.0,0.149,1.1921,0.298,25.0,0.125,-0.3568,6.837292105770251,-0.4942,8.466357103767997,0,False,-1.0633992640290353,-1.0166698527925777,0,Active Forward,-0.6797275552920126,-0.894035681957666,0.1275950910728138,0.1056372571875573,"
"Yanis Begraoui,ma MAR,FW,Estoril,Primeira Liga,23.0,1913,0.5175,0.1411,0.6587,2.1641,1.035,47.83,0.2391,0.6047,3.049946159554064,0.3869,5.83131415797364,1,True,3.9794496240363313,-0.8890380647086542,3,Elite Attacker,0.8431588459534126,0.547322900969454,0.2469168627441973,0.1463847184999947,1.3"
"Yasser Larouci,dz ALG,MF,Watford,EFL Championship,23.0,2136,0.0,0.1264,0.1264,0.927,0.1264,13.64,0.0,-0.3143,7.654870920165876,-0.1619,8.35921471533682,0,False,-2.5240078202655365,1.2351269606253232,1,Low Volume Player,-0.6008250396073147,-0.3410874769472611,0.1155418733825361,0.1068465710441831,"
"Yassin Oukili,nl NED,MF,RKC Waalwijk,Eredivisie,23.0,2208,0.2446,0.1223,0.3668,1.7935,0.5299,29.55,0.1364,0.5469,4.8051221326300855,0.3568,6.481784652840454,0,False,0.7124454656527184,0.0455097232758925,0,Active Forward,0.7965781196489454,0.5055598628216317,0.1722616642945524,0.133657950128296,"
"Yoann Cathline,fr FRA,MF,Utrecht,Eredivisie,22.0,1945,0.2776,0.2314,0.509,2.9614,0.7404,25.0,0.0938,0.5317,3.975680649990432,0.5562,4.979129778783453,0,False,1.820604388056709,1.7512600099612956,2,Creative Playmaker,0.7521033804750397,0.8154838868052066,0.2009775285722814,0.1672484185823217,"
"Youri Regeer,nl NED,MF,Twente,Eredivisie,20.0,1342,0.0,0.0,0.0,0.9389,0.2683,28.57,0.0,-0.5279,8.200918093169623,-0.4198,9.171268464118388,0,False,-2.4852935955313464,-0.3450015973516745,1,Low Volume Player,-0.952348933651205,-0.7652301446907757,0.1086848062197573,0.0983161543250718,"
"Yousef Salech,dk DEN,FW,Cardiff City,EFL Championship,22.0,1276,0.5643,0.0705,0.6348,3.174,1.4812,46.67,0.1778,0.4893,4.181458114074144,0.3385,6.308235856089425,1,True,4.54850139143231,-0.8179800140897447,3,Elite Attacker,0.6868417190442562,0.4730074404816975,0.1929958667973689,0.1368319276623745,"
"Yu Hirakawa,jp JPN,MF,Bristol City,EFL Championship,23.0,1657,0.1086,0.1086,0.2173,1.5751,0.3802,24.14,0.069,-0.2684,6.2023376095213685,-0.1338,7.318195749103714,0,False,-0.8050706594507724,0.4704579231861996,1,Low Volume Player,-0.5399164799508889,-0.3031599248466581,0.1388438107480572,0.1202183778985665,"
"Zeno Debast,be BEL,MF,Sporting CP,Primeira Liga,20.0,2126,0.0,0.127,0.127,0.6773,0.254,37.5,0.0,-0.2941,7.230169721016071,-0.1244,7.956346475922306,0,False,-1.7894415093691325,0.4862210144905301,1,Low Volume Player,-0.5711019037355303,-0.2818109587569128,0.1215041771795373,0.1116526702811619,"
"Zico Buurmeester,nl NED,MF,AZ Alkmaar,Eredivisie,22.0,1195,0.3013,0.0753,0.3766,1.5063,0.6025,40.0,0.2,0.4123,4.742561547563937,0.1442,6.927877098579351,0,False,1.358131583540513,-1.1814221982824973,0,Active Forward,0.5710470806579394,0.1562624428399198,0.1741383164494269,0.1261371723559131,"
"Zidane Iqbal,iq IRQ,MF,Utrecht,Eredivisie,21.0,1449,0.0621,0.0,0.0621,0.9938,0.3106,31.25,0.0625,-0.5253,7.472175221852143,-0.5038,8.747567555620058,0,False,-1.707780538726502,-0.8279984089311091,1,Low Volume Player,-0.9542499182716178,-0.9080206078010562,0.1180334416857569,0.1025896967929645,"
"Óscar Aranda,es ESP,FW,Famalicão,Primeira Liga,22.0,2599,0.3117,0.1039,0.4155,2.424,0.7965,32.86,0.1286,0.5102,4.468185097945449,0.3749,6.18584448408032,0,False,1.6316372447311154,-2.090771210242253e-05,2,Creative Playmaker,0.7283827595266664,0.5320154475092607,0.182876033288582,0.1391624884473108,"
"Žan Vipotnik,si SVN,FW,Swansea City,EFL Championship,22.0,2087,0.3019,0.0,0.3019,2.4149,0.9056,37.5,0.125,0.1835,5.557638348774562,0.0267,7.318433904735293,0,False,1.3534393896822976,-1.0549056618515456,0,Active Forward,0.2041783888883612,-0.0355661634216495,0.1524939233934533,0.1202149360627541,"
